"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 26 09:41:22 GMT 2024","Thu Sep 26 09:41:23 GMT 2024","72","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithEmptyProject","buildConfigShouldNotBeCreatedWithEmptyProject",""
"passed","Thu Sep 26 09:41:19 GMT 2024","Thu Sep 26 09:41:19 GMT 2024","181","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithEmptyId","projectShouldNotBeCreatedWithEmptyId","Project Should Not Be Created With Empty ID"
"passed","Thu Sep 26 09:41:20 GMT 2024","Thu Sep 26 09:41:20 GMT 2024","213","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithTheSameName","projectShouldNotBeCreatedWithTheSameName","Project Should Not Be Created With The Same Name"
"passed","Thu Sep 26 09:41:18 GMT 2024","Thu Sep 26 09:41:18 GMT 2024","213","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldBeCreatedWithLongName","projectShouldBeCreatedWithLongName","Project Should Be Created With Long Name"
"passed","Thu Sep 26 09:41:25 GMT 2024","Thu Sep 26 09:41:25 GMT 2024","79","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightToCreateProject","unauthorizedUserShouldNotHaveRightToCreateProject",""
"passed","Thu Sep 26 09:41:24 GMT 2024","Thu Sep 26 09:41:24 GMT 2024","103","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","createBuildConfigWithLongName","createBuildConfigWithLongName",""
"passed","Thu Sep 26 09:41:24 GMT 2024","Thu Sep 26 09:41:24 GMT 2024","65","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","createBuildConfigWithCorrectId","createBuildConfigWithCorrectId",""
"passed","Thu Sep 26 09:41:23 GMT 2024","Thu Sep 26 09:41:23 GMT 2024","177","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithTheSameId","buildConfigShouldNotBeCreatedWithTheSameId",""
"passed","Thu Sep 26 09:41:14 GMT 2024","Thu Sep 26 09:41:17 GMT 2024","2730","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithCorrectId","createProjectWithCorrectId","Create Project with Correct ID"
"passed","Thu Sep 26 09:42:22 GMT 2024","Thu Sep 26 09:42:26 GMT 2024","4038","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","projectShouldNotBeCreatedWithInvalidUrl","projectShouldNotBeCreatedWithInvalidUrl",""
"passed","Thu Sep 26 09:41:24 GMT 2024","Thu Sep 26 09:41:25 GMT 2024","234","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightToCreateBuildConfigToHisProject","projectAdminShouldHaveRightToCreateBuildConfigToHisProject",""
"passed","Thu Sep 26 09:39:47 GMT 2024","Thu Sep 26 09:40:42 GMT 2024","55818","Surefire suite","Surefire test","com.example.teamcity.ui.SetUpTest","com.example.teamcity.ui.SetUpTest","startUpTest","startUpTest",""
"passed","Thu Sep 26 09:41:19 GMT 2024","Thu Sep 26 09:41:20 GMT 2024","155","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithTheSameId","projectShouldNotBeCreatedWithTheSameId","Project Should Not Be Created With The Same ID"
"passed","Thu Sep 26 09:42:40 GMT 2024","Thu Sep 26 09:42:48 GMT 2024","7931","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigTest","com.example.teamcity.ui.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithEmptyBranch","buildConfigShouldNotBeCreatedWithEmptyBranch",""
"passed","Thu Sep 26 09:41:25 GMT 2024","Thu Sep 26 09:41:25 GMT 2024","236","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightToCreateBuildConfigToAnotherProject",""
"passed","Thu Sep 26 09:42:18 GMT 2024","Thu Sep 26 09:42:22 GMT 2024","4309","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","projectShouldNotBeCreatedWithEmptyUrl","projectShouldNotBeCreatedWithEmptyUrl",""
