"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 26 10:22:26 GMT 2024","Thu Sep 26 10:23:22 GMT 2024","56130","Surefire suite","Surefire test","com.example.teamcity.ui.SetUpTest","com.example.teamcity.ui.SetUpTest","startUpTest","startUpTest",""
"passed","Thu Sep 26 10:23:59 GMT 2024","Thu Sep 26 10:24:00 GMT 2024","167","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithTheSameNameInTheSameProject","buildConfigShouldNotBeCreatedWithTheSameNameInTheSameProject",""
"passed","Thu Sep 26 10:24:01 GMT 2024","Thu Sep 26 10:24:01 GMT 2024","176","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightToCreateProject","systemAdminShouldHaveRightToCreateProject",""
"passed","Thu Sep 26 10:23:51 GMT 2024","Thu Sep 26 10:23:53 GMT 2024","2462","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithCorrectId","createProjectWithCorrectId","Create Project with Correct ID"
"passed","Thu Sep 26 10:24:00 GMT 2024","Thu Sep 26 10:24:00 GMT 2024","119","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","createBuildConfigWithSpecialSymbolsInName","createBuildConfigWithSpecialSymbolsInName",""
"passed","Thu Sep 26 10:25:07 GMT 2024","Thu Sep 26 10:25:21 GMT 2024","14157","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigTest","com.example.teamcity.ui.CreateBuildConfigTest","authorizedUserShouldBeAbleCreateProjectAndBuildConfig","authorizedUserShouldBeAbleCreateProjectAndBuildConfig",""
"passed","Thu Sep 26 10:24:59 GMT 2024","Thu Sep 26 10:25:03 GMT 2024","4307","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","projectShouldNotBeCreatedWithEmptyUrl","projectShouldNotBeCreatedWithEmptyUrl",""
"passed","Thu Sep 26 10:23:55 GMT 2024","Thu Sep 26 10:23:55 GMT 2024","123","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldBeCreatedWithSpecialSymbolsInName","projectShouldBeCreatedWithSpecialSymbolsInName","Project Should Be Created With Special Symbols In Name"
"passed","Thu Sep 26 10:23:58 GMT 2024","Thu Sep 26 10:23:58 GMT 2024","79","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithEmptyId","buildConfigShouldNotBeCreatedWithEmptyId",""
"failed","Thu Sep 26 10:24:02 GMT 2024","Thu Sep 26 10:24:59 GMT 2024","57262","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","authorizedUserShouldBeAbleCreateProject","authorizedUserShouldBeAbleCreateProject",""
"passed","Thu Sep 26 10:24:01 GMT 2024","Thu Sep 26 10:24:01 GMT 2024","334","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightToCreateBuildConfigToAnotherProject",""
"passed","Thu Sep 26 10:23:56 GMT 2024","Thu Sep 26 10:23:56 GMT 2024","212","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithTheSameId","projectShouldNotBeCreatedWithTheSameId","Project Should Not Be Created With The Same ID"
"passed","Thu Sep 26 10:24:01 GMT 2024","Thu Sep 26 10:24:01 GMT 2024","193","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightToCreateBuildConfigToHisProject","projectAdminShouldHaveRightToCreateBuildConfigToHisProject",""
"passed","Thu Sep 26 10:24:01 GMT 2024","Thu Sep 26 10:24:02 GMT 2024","59","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightToCreateProject","unauthorizedUserShouldNotHaveRightToCreateProject",""
"passed","Thu Sep 26 10:23:55 GMT 2024","Thu Sep 26 10:23:55 GMT 2024","187","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithEmptyId","projectShouldNotBeCreatedWithEmptyId","Project Should Not Be Created With Empty ID"
"passed","Thu Sep 26 10:23:55 GMT 2024","Thu Sep 26 10:23:56 GMT 2024","174","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithEmptyName","projectShouldNotBeCreatedWithEmptyName","Project Should Not Be Created With Empty Name"
"passed","Thu Sep 26 10:23:56 GMT 2024","Thu Sep 26 10:23:56 GMT 2024","225","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithTheSameName","projectShouldNotBeCreatedWithTheSameName","Project Should Not Be Created With The Same Name"
"passed","Thu Sep 26 10:23:54 GMT 2024","Thu Sep 26 10:23:54 GMT 2024","249","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldBeCreatedWithLongName","projectShouldBeCreatedWithLongName","Project Should Be Created With Long Name"
"passed","Thu Sep 26 10:23:59 GMT 2024","Thu Sep 26 10:23:59 GMT 2024","90","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithEmptyProject","buildConfigShouldNotBeCreatedWithEmptyProject",""
"passed","Thu Sep 26 10:23:58 GMT 2024","Thu Sep 26 10:23:58 GMT 2024","106","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithEmptyName","buildConfigShouldNotBeCreatedWithEmptyName",""
"passed","Thu Sep 26 10:23:57 GMT 2024","Thu Sep 26 10:23:57 GMT 2024","738","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldBeCreatedWithTheSameNameInDifferentProjects","buildConfigShouldBeCreatedWithTheSameNameInDifferentProjects",""
"passed","Thu Sep 26 10:25:21 GMT 2024","Thu Sep 26 10:25:29 GMT 2024","7970","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigTest","com.example.teamcity.ui.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithEmptyBranch","buildConfigShouldNotBeCreatedWithEmptyBranch",""
"passed","Thu Sep 26 10:25:03 GMT 2024","Thu Sep 26 10:25:07 GMT 2024","3840","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","projectShouldNotBeCreatedWithInvalidUrl","projectShouldNotBeCreatedWithInvalidUrl",""
"passed","Thu Sep 26 10:23:59 GMT 2024","Thu Sep 26 10:23:59 GMT 2024","200","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithTheSameId","buildConfigShouldNotBeCreatedWithTheSameId",""
"passed","Thu Sep 26 10:24:00 GMT 2024","Thu Sep 26 10:24:00 GMT 2024","71","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","createBuildConfigWithLongName","createBuildConfigWithLongName",""
"passed","Thu Sep 26 10:24:00 GMT 2024","Thu Sep 26 10:24:00 GMT 2024","78","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","createBuildConfigWithCorrectId","createBuildConfigWithCorrectId",""
