"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 26 12:00:51 GMT 2024","Thu Sep 26 12:00:51 GMT 2024","290","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightToCreateBuildConfigToAnotherProject",""
"passed","Thu Sep 26 12:00:48 GMT 2024","Thu Sep 26 12:00:48 GMT 2024","104","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithEmptyName","buildConfigShouldNotBeCreatedWithEmptyName",""
"passed","Thu Sep 26 12:00:51 GMT 2024","Thu Sep 26 12:00:51 GMT 2024","80","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightToCreateProject","systemAdminShouldHaveRightToCreateProject",""
"passed","Thu Sep 26 12:01:51 GMT 2024","Thu Sep 26 12:02:06 GMT 2024","14536","UI Suite","UI Test","com.example.teamcity.ui.CreateBuildConfigTest","com.example.teamcity.ui.CreateBuildConfigTest","authorizedUserShouldBeAbleCreateProjectAndBuildConfig","authorizedUserShouldBeAbleCreateProjectAndBuildConfig",""
"passed","Thu Sep 26 12:00:44 GMT 2024","Thu Sep 26 12:00:44 GMT 2024","161","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldBeCreatedWithLongName","projectShouldBeCreatedWithLongName","Project Should Be Created With Long Name"
"passed","Thu Sep 26 12:00:49 GMT 2024","Thu Sep 26 12:00:49 GMT 2024","142","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithTheSameNameInTheSameProject","buildConfigShouldNotBeCreatedWithTheSameNameInTheSameProject",""
"passed","Thu Sep 26 12:00:41 GMT 2024","Thu Sep 26 12:00:43 GMT 2024","2090","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","createProjectWithCorrectId","createProjectWithCorrectId","Create Project with Correct ID"
"passed","Thu Sep 26 12:00:48 GMT 2024","Thu Sep 26 12:00:48 GMT 2024","42","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithEmptyId","buildConfigShouldNotBeCreatedWithEmptyId",""
"passed","Thu Sep 26 12:00:51 GMT 2024","Thu Sep 26 12:00:51 GMT 2024","46","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightToCreateProject","unauthorizedUserShouldNotHaveRightToCreateProject",""
"passed","Thu Sep 26 12:00:50 GMT 2024","Thu Sep 26 12:00:50 GMT 2024","57","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","createBuildConfigWithLongName","createBuildConfigWithLongName",""
"passed","Thu Sep 26 12:00:48 GMT 2024","Thu Sep 26 12:00:48 GMT 2024","102","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithEmptyProject","buildConfigShouldNotBeCreatedWithEmptyProject",""
"passed","Thu Sep 26 12:00:50 GMT 2024","Thu Sep 26 12:00:50 GMT 2024","83","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","createBuildConfigWithSpecialSymbolsInName","createBuildConfigWithSpecialSymbolsInName",""
"passed","Thu Sep 26 12:01:43 GMT 2024","Thu Sep 26 12:01:47 GMT 2024","4143","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","projectShouldNotBeCreatedWithEmptyUrl","projectShouldNotBeCreatedWithEmptyUrl",""
"passed","Thu Sep 26 12:00:46 GMT 2024","Thu Sep 26 12:00:46 GMT 2024","208","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithTheSameName","projectShouldNotBeCreatedWithTheSameName","Project Should Not Be Created With The Same Name"
"passed","Thu Sep 26 12:00:45 GMT 2024","Thu Sep 26 12:00:45 GMT 2024","156","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithEmptyName","projectShouldNotBeCreatedWithEmptyName","Project Should Not Be Created With Empty Name"
"passed","Thu Sep 26 12:00:50 GMT 2024","Thu Sep 26 12:00:50 GMT 2024","188","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightToCreateBuildConfigToHisProject","projectAdminShouldHaveRightToCreateBuildConfigToHisProject",""
