"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri May 31 21:39:47 GMT 2024","Fri May 31 21:39:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithTheSameNameInTheSameProject","buildConfigShouldNotBeCreatedWithTheSameNameInTheSameProject",""
"skipped","Fri May 31 21:39:47 GMT 2024","Fri May 31 21:39:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithEmptyName","buildConfigShouldNotBeCreatedWithEmptyName",""
"broken","Fri May 31 21:39:46 GMT 2024","Fri May 31 21:39:46 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","setAuthSettings","setAuthSettings",""
"skipped","Fri May 31 21:39:47 GMT 2024","Fri May 31 21:39:47 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","buildConfigShouldNotBeCreatedWithTheSameId","buildConfigShouldNotBeCreatedWithTheSameId",""
"skipped","Fri May 31 21:39:47 GMT 2024","Fri May 31 21:39:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightToCreateBuildConfigToAnotherProject",""
"skipped","Fri May 31 21:39:47 GMT 2024","Fri May 31 21:39:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithTheSameId","projectShouldNotBeCreatedWithTheSameId","Project Should Not Be Created With The Same ID"
"broken","Fri May 31 21:39:47 GMT 2024","Fri May 31 21:39:48 GMT 2024","264","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","authorizedUserShouldBeAbleCreateProject","authorizedUserShouldBeAbleCreateProject",""
"broken","Fri May 31 21:39:48 GMT 2024","Fri May 31 21:39:48 GMT 2024","6","UI Suite","UI Test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","projectShouldNotBeCreatedWithEmptyUrl","projectShouldNotBeCreatedWithEmptyUrl",""
"skipped","Fri May 31 21:39:47 GMT 2024","Fri May 31 21:39:47 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectShouldNotBeCreatedWithTheSameName","projectShouldNotBeCreatedWithTheSameName","Project Should Not Be Created With The Same Name"
"skipped","Fri May 31 21:39:47 GMT 2024","Fri May 31 21:39:47 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.CreateBuildConfigTest","com.example.teamcity.api.CreateBuildConfigTest","createBuildConfigWithLongName","createBuildConfigWithLongName",""
"skipped","Fri May 31 21:39:47 GMT 2024","Fri May 31 21:39:47 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightToCreateProject","unauthorizedUserShouldNotHaveRightToCreateProject",""
